experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_rmse,train_r2,train_pearson,train_spearman,val_rmse,val_r2,val_pearson,val_spearman,test_rmse,test_r2,test_pearson,test_spearman,features
optuna_trial_12_seed_3,2.040581273087752e-05,0.2,64,8,0.48820732566417857,0.044351169795729894,0.7282001265411341,9.137049730040287e-05,6,300,50,scaffold,1.2277,2.4205,,3.3899,,200,False,2025-11-26 03:23:51,2.1591,-6.3223,0.1062,0.3192,3.4609,-17.2181,0.3049,0.3882,4.5582,-45.3764,-0.0986,-0.1387,basic+phys
optuna_trial_7_seed_3,0.00011308901615098639,0.2,256,3,0.4214122713553821,0.0026279375267845044,0.5119424435890063,2.0635618361492583e-05,7,300,50,scaffold,1.4298,0.4512,,0.4983,,200,False,2025-11-26 03:27:21,10.1851,-161.9464,-0.0330,0.8406,0.7581,0.1260,0.6480,0.7785,1.3188,-2.8824,0.1061,0.6568,basic
optuna_trial_12_seed_4,2.040581273087752e-05,0.2,64,8,0.48820732566417857,0.044351169795729894,0.7282001265411341,9.137049730040287e-05,6,300,50,scaffold,1.3934,2.4261,,2.5544,,200,False,2025-11-26 03:29:39,2.3289,-8.4779,0.0937,0.2880,3.7770,-29.3939,0.0563,0.2027,3.8394,-18.4562,0.3159,0.3197,basic+phys
optuna_trial_0_seed_0,0.0007747294680549,0.0,128,5,0.11521756249988557,0.002929850694926168,0.020015022714418865,8.758682325206462e-05,5,300,50,scaffold,0.1887,0.3359,,0.5397,,87,True,2025-11-26 03:35:52,0.2441,0.8951,0.9479,0.9426,0.5163,0.2926,0.6642,0.6295,0.7245,0.3539,0.7328,0.7811,basic+phys
optuna_trial_0_seed_0,4.957165894631697e-05,0.30000000000000004,64,10,0.03286287556002452,0.0017017459271564173,0.012322026330758884,6.460146973652977e-05,5,300,50,scaffold,0.5623,0.9361,,0.7382,,200,False,2025-11-26 03:39:17,0.8015,-0.1305,0.3668,0.4021,1.0764,-2.0747,0.1559,0.0383,1.0031,-0.2387,0.2619,0.3097,basic
optuna_trial_0_seed_1,0.0007747294680549,0.0,128,5,0.11521756249988557,0.002929850694926168,0.020015022714418865,8.758682325206462e-05,5,300,50,scaffold,0.1240,0.4158,,0.5514,,190,True,2025-11-26 03:39:56,0.1780,0.9518,0.9819,0.9792,0.5097,-0.0400,0.6224,0.6315,0.7041,0.1398,0.5513,0.5145,basic+phys
optuna_trial_0_seed_2,0.0007747294680549,0.0,128,5,0.11521756249988557,0.002929850694926168,0.020015022714418865,8.758682325206462e-05,5,300,50,scaffold,0.1191,0.4074,,0.4456,,88,True,2025-11-26 03:41:48,0.1672,0.9523,0.9773,0.9755,0.6494,-0.3131,0.6479,0.6414,0.5711,0.5759,0.7771,0.7828,basic+phys
optuna_trial_0_seed_3,0.0007747294680549,0.0,128,5,0.11521756249988557,0.002929850694926168,0.020015022714418865,8.758682325206462e-05,5,300,50,scaffold,0.1310,0.3620,,0.4375,,103,True,2025-11-26 03:44:00,0.1887,0.9441,0.9748,0.9722,0.4879,0.6379,0.8157,0.8140,0.5789,0.2521,0.6355,0.5827,basic+phys
optuna_trial_0_seed_1,4.957165894631697e-05,0.30000000000000004,64,10,0.03286287556002452,0.0017017459271564173,0.012322026330758884,6.460146973652977e-05,5,300,50,scaffold,0.6127,0.6897,,0.6688,,200,False,2025-11-26 03:44:33,0.8651,-0.1393,0.3583,0.3607,0.7914,-1.5071,0.0171,-0.0089,0.9076,-0.4291,0.1958,0.1890,basic
optuna_trial_0_seed_4,0.0007747294680549,0.0,128,5,0.11521756249988557,0.002929850694926168,0.020015022714418865,8.758682325206462e-05,5,300,50,scaffold,0.1392,0.3737,,0.4830,,107,True,2025-11-26 03:46:20,0.1917,0.9358,0.9713,0.9673,0.5063,0.4538,0.7186,0.7349,0.6233,0.4871,0.7427,0.7459,basic+phys
optuna_trial_1_seed_0,0.00933735094234345,0.2,256,10,0.010799762233576394,0.0035181751859902463,0.14888534531424666,3.3129865982568197e-06,4,300,50,scaffold,0.4940,0.3142,,0.4416,,99,True,2025-11-26 03:48:39,0.6416,0.2756,0.8229,0.8365,1.0077,-1.6944,0.4869,0.4007,0.5836,0.5807,0.7975,0.8134,basic+phys
optuna_trial_0_seed_2,4.957165894631697e-05,0.30000000000000004,64,10,0.03286287556002452,0.0017017459271564173,0.012322026330758884,6.460146973652977e-05,5,300,50,scaffold,0.5966,0.8244,,0.7475,,200,False,2025-11-26 03:49:50,0.8411,-0.2065,0.3083,0.3231,0.9655,-1.9029,0.0043,-0.2938,1.0605,-0.4623,0.0763,0.1613,basic
optuna_trial_1_seed_1,0.00933735094234345,0.2,256,10,0.010799762233576394,0.0035181751859902463,0.14888534531424666,3.3129865982568197e-06,4,300,50,scaffold,0.2322,0.3173,,0.4226,,97,True,2025-11-26 03:50:35,0.3009,0.8621,0.9500,0.9475,0.4725,0.1063,0.6484,0.6445,0.5453,0.4840,0.7182,0.6415,basic+phys
optuna_trial_1_seed_2,0.00933735094234345,0.2,256,10,0.010799762233576394,0.0035181751859902463,0.14888534531424666,3.3129865982568197e-06,4,300,50,scaffold,0.2366,0.3409,,0.4132,,84,True,2025-11-26 03:52:17,0.3241,0.8208,0.9206,0.9324,0.4929,0.2434,0.7458,0.7545,0.5132,0.6575,0.8157,0.8137,basic+phys
optuna_trial_1_seed_3,0.00933735094234345,0.2,256,10,0.010799762233576394,0.0035181751859902463,0.14888534531424666,3.3129865982568197e-06,4,300,50,scaffold,0.2051,0.3746,,0.3775,,76,True,2025-11-26 03:53:48,0.2818,0.8753,0.9372,0.9406,0.5316,0.5701,0.7710,0.7895,0.4868,0.4711,0.7063,0.6204,basic+phys
optuna_trial_0_seed_3,4.957165894631697e-05,0.30000000000000004,64,10,0.03286287556002452,0.0017017459271564173,0.012322026330758884,6.460146973652977e-05,5,300,50,scaffold,0.5745,0.5867,,0.4977,,200,False,2025-11-26 03:55:06,0.7889,0.0225,0.4559,0.4814,0.7806,0.0732,0.4673,0.5379,0.6729,-0.0108,0.4142,0.4811,basic
optuna_trial_1_seed_4,0.00933735094234345,0.2,256,10,0.010799762233576394,0.0035181751859902463,0.14888534531424666,3.3129865982568197e-06,4,300,50,scaffold,0.3139,0.2955,,0.4347,,104,True,2025-11-26 03:55:53,0.3723,0.7578,0.9481,0.9451,0.4832,0.5025,0.8103,0.8159,0.5430,0.6109,0.8055,0.8141,basic+phys
optuna_trial_3_seed_0,0.005507419971250114,0.30000000000000004,64,8,0.013230841312815869,0.029777094566174795,0.2103693497838544,2.5577091023653332e-06,7,300,50,scaffold,0.1796,0.2932,,0.4929,,99,True,2025-11-26 03:58:52,0.2381,0.9002,0.9594,0.9593,0.4848,0.3764,0.7124,0.7033,0.7591,0.2906,0.7105,0.8088,basic+phys
optuna_trial_0_seed_4,4.957165894631697e-05,0.30000000000000004,64,10,0.03286287556002452,0.0017017459271564173,0.012322026330758884,6.460146973652977e-05,5,300,50,scaffold,0.4724,0.6012,,0.6650,,200,False,2025-11-26 04:00:19,0.6556,0.2489,0.6103,0.5815,0.8169,-0.4219,0.4082,0.4084,0.9157,-0.1068,0.3681,0.2557,basic
optuna_trial_1_seed_0,0.0008392400951388192,0.0,512,6,0.024967234332276194,0.004754443934627812,0.0378226128641588,2.4518807602025593e-05,3,300,50,scaffold,0.3479,1.1040,,1.4746,,62,True,2025-11-26 04:01:32,0.4605,0.6267,0.8052,0.7900,1.8986,-8.5647,0.3814,0.4194,1.9570,-3.7141,0.1240,0.1237,basic
optuna_trial_3_seed_1,0.005507419971250114,0.30000000000000004,64,8,0.013230841312815869,0.029777094566174795,0.2103693497838544,2.5577091023653332e-06,7,300,50,scaffold,0.1654,0.2789,,0.4034,,99,True,2025-11-26 04:01:40,0.2541,0.9017,0.9640,0.9585,0.4983,0.0062,0.6536,0.6650,0.5106,0.5477,0.7499,0.6871,basic+phys
optuna_trial_1_seed_1,0.0008392400951388192,0.0,512,6,0.024967234332276194,0.004754443934627812,0.0378226128641588,2.4518807602025593e-05,3,300,50,scaffold,0.4086,0.7520,,1.1943,,58,True,2025-11-26 04:02:41,0.5466,0.5452,0.7682,0.7421,1.2883,-5.6434,0.5085,0.4977,1.4757,-2.7780,0.1187,0.0789,basic
optuna_trial_3_seed_2,0.005507419971250114,0.30000000000000004,64,8,0.013230841312815869,0.029777094566174795,0.2103693497838544,2.5577091023653332e-06,7,300,50,scaffold,0.2778,0.2859,,0.4165,,65,True,2025-11-26 04:03:31,0.4194,0.7001,0.9076,0.9209,0.6259,-0.2200,0.4991,0.4651,0.5443,0.6148,0.7950,0.8112,basic+phys
optuna_trial_1_seed_2,0.0008392400951388192,0.0,512,6,0.024967234332276194,0.004754443934627812,0.0378226128641588,2.4518807602025593e-05,3,300,50,scaffold,0.2592,0.4657,,0.7108,,95,True,2025-11-26 04:04:33,0.3533,0.7871,0.8878,0.8822,0.8709,-1.3619,0.5718,0.6433,0.9224,-0.1063,0.3924,0.4110,basic
