experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_auprc,train_accuracy,train_f1,train_sensitivity,train_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity,features
ablation_Basic_Phys_MACCS_8,0.001,0.3,32,7,0.1,0.01,1,0,3,300,50,scaffold,96.9974,83.8509,,85.4460,,66,True,2025-11-23 06:40:37,0.9670,0.9122,0.9195,0.9598,0.8604,0.8482,0.7373,0.7875,0.8009,0.6386,0.8927,0.7859,0.8219,0.8247,0.7277,basic+maccs+phys
ablation_Basic_Phys_ECFP_34,0.0005,0.3,32,7,0.1,0.01,1,0,5,300,50,scaffold,91.4310,77.8995,,75.7840,,51,True,2025-11-23 06:43:32,0.9075,0.8292,0.8491,0.9203,0.7298,0.7293,0.6190,0.7153,0.7873,0.3579,0.7927,0.7213,0.7722,0.7881,0.6216,basic+ecfp+phys
ablation_MACCS_55,0.0001,0.3,128,5,0.1,0.01,1,0,5,300,50,scaffold,96.3615,83.4469,,86.1884,,97,True,2025-11-23 06:43:49,0.9693,0.8991,0.9039,0.9086,0.8887,0.8638,0.7662,0.8103,0.8213,0.6807,0.9037,0.7948,0.8334,0.8568,0.7021,basic+maccs
ablation_Basic_Phys_MACCS_11,0.001,0.3,128,7,0.1,0.01,1,0,5,300,50,scaffold,99.6298,83.8160,,84.8429,,55,True,2025-11-23 06:44:20,0.9966,0.9717,0.9729,0.9729,0.9704,0.8327,0.7373,0.7856,0.7919,0.6526,0.8871,0.7811,0.8225,0.8465,0.6832,basic+maccs+phys
ablation_Basic_MACCS_ECFP_59,0.0001,0.3,128,7,0.1,0.01,1,0,5,300,50,scaffold,99.6733,80.6081,,83.9322,,64,True,2025-11-23 06:44:32,0.9971,0.9735,0.9746,0.9741,0.9729,0.7873,0.6809,0.7258,0.6946,0.6596,0.8782,0.7865,0.8228,0.8270,0.7260,basic+ecfp+maccs
ablation_Basic_8,0.001,0.3,32,7,0.1,0.01,1,0,3,300,50,scaffold,98.1500,84.6757,,86.3198,,91,True,2025-11-23 06:45:38,0.9822,0.9368,0.9394,0.9379,0.9355,0.8807,0.7689,0.8082,0.8009,0.7193,0.9027,0.7900,0.8337,0.8786,0.6575,basic
ablation_Basic_Phys_MACCS_10,0.001,0.3,32,7,0.1,0.01,1,0,5,300,50,scaffold,98.1857,84.7162,,84.5647,,52,True,2025-11-23 06:46:38,0.9814,0.9360,0.9377,0.9222,0.9511,0.8162,0.7387,0.7811,0.7670,0.6947,0.8928,0.7687,0.7981,0.7629,0.7774,basic+maccs+phys
ablation_Basic_MACCS_ECFP_58,0.0001,0.3,32,7,0.1,0.01,1,0,5,300,50,scaffold,89.8542,78.7822,,81.7695,,57,True,2025-11-23 06:46:51,0.9108,0.8388,0.8484,0.8642,0.8111,0.7464,0.6382,0.7048,0.7104,0.5263,0.8652,0.7529,0.7941,0.7950,0.6901,basic+ecfp+maccs
ablation_Basic_Phys_ECFP_37,0.0005,0.5,128,3,0.1,0.01,1,0,3,300,50,scaffold,99.8427,77.8701,,81.3723,,58,True,2025-11-23 06:47:18,0.9985,0.9855,0.9861,0.9846,0.9864,0.7529,0.6437,0.6928,0.6606,0.6175,0.8649,0.7461,0.7805,0.7537,0.7346,basic+ecfp+phys
ablation_MACCS_54,0.0001,0.3,32,5,0.1,0.01,1,0,5,300,50,scaffold,97.0390,84.0010,,85.3214,,108,True,2025-11-23 06:47:38,0.9738,0.9097,0.9148,0.9285,0.8891,0.8559,0.7400,0.7961,0.8348,0.5930,0.8927,0.7811,0.8275,0.8763,0.6387,basic+maccs
