experiment_id,timestamp,lr,dropout_ratio,batch_size,num_experts,num_layer,emb_dim,decay,features,Test_Metric_Mean,Test_Metric_Std,Test_auprc_mean,Test_auprc_std,Test_accuracy_mean,Test_accuracy_std,Test_f1_mean,Test_f1_std,Test_sensitivity_mean,Test_sensitivity_std,Test_specificity_mean,Test_specificity_std
ablation_Phys_289,2025-11-25 16:31:08,0.0001,0.5,32,5,3,300,1e-05,basic+phys,84.1288,1.4940,0.8814,0.0149,0.7745,0.0170,0.8164,0.0211,0.8151,0.0600,0.7082,0.0719
ablation_Phys_302,2025-11-25 16:35:09,0.0001,0.5,32,5,7,300,0.0001,basic+phys,83.7533,1.8218,0.8871,0.0102,0.7761,0.0145,0.8144,0.0151,0.7955,0.0376,0.7458,0.0295
ablation_Phys_294,2025-11-25 16:36:51,0.0001,0.5,32,5,5,300,0.0,basic+phys,85.0958,0.9297,0.9001,0.0048,0.7776,0.0145,0.8160,0.0212,0.8019,0.0559,0.7382,0.0536
ablation_Phys_321,2025-11-25 16:40:52,0.0001,0.5,128,7,7,300,0.0,basic+phys,83.8155,1.0773,0.8873,0.0058,0.7775,0.0058,0.8167,0.0102,0.8027,0.0351,0.7367,0.0401
ablation_Phys_315,2025-11-25 16:46:46,0.0001,0.5,128,7,5,300,0.0,basic+phys,85.2652,0.8023,0.9018,0.0054,0.7837,0.0092,0.8220,0.0111,0.8084,0.0254,0.7435,0.0262
ablation_Phys_322,2025-11-25 16:46:46,0.0001,0.5,128,7,7,300,1e-05,basic+phys,83.9709,1.1414,0.8883,0.0064,0.7834,0.0104,0.8221,0.0134,0.8111,0.0349,0.7382,0.0318
ablation_Phys_290,2025-11-25 16:48:02,0.0001,0.5,32,5,3,300,0.0001,basic+phys,84.0649,1.4705,0.8800,0.0150,0.7739,0.0205,0.8123,0.0260,0.7968,0.0644,0.7377,0.0581
ablation_Phys_323,2025-11-25 16:50:13,0.0001,0.5,128,7,7,300,0.0001,basic+phys,83.6820,1.1206,0.8863,0.0058,0.7752,0.0060,0.8149,0.0075,0.8007,0.0310,0.7343,0.0362
ablation_Phys_317,2025-11-25 16:55:44,0.0001,0.5,128,7,5,300,0.0001,basic+phys,85.3213,0.6520,0.9015,0.0046,0.7852,0.0100,0.8232,0.0126,0.8095,0.0264,0.7461,0.0238
ablation_Phys_310,2025-11-25 17:03:33,0.0001,0.5,128,7,3,300,1e-05,basic+phys,84.4637,1.5853,0.8858,0.0114,0.7816,0.0163,0.8191,0.0167,0.8008,0.0349,0.7504,0.0191
ablation_Phys_316,2025-11-25 17:06:08,0.0001,0.5,128,7,5,300,1e-05,basic+phys,85.2700,0.7471,0.9021,0.0054,0.7856,0.0095,0.8238,0.0114,0.8110,0.0239,0.7441,0.0229
ablation_Phys_309,2025-11-25 17:10:34,0.0001,0.5,128,7,3,300,0.0,basic+phys,84.4339,1.3412,0.8845,0.0098,0.7828,0.0150,0.8222,0.0144,0.8126,0.0270,0.7340,0.0164
ablation_Phys_311,2025-11-25 17:16:24,0.0001,0.5,128,7,3,300,0.0001,basic+phys,84.6466,1.5625,0.8891,0.0128,0.7815,0.0152,0.8210,0.0161,0.8117,0.0347,0.7321,0.0266
ablation_Phys_318,2025-11-25 17:17:45,0.0001,0.5,32,7,7,300,0.0,basic+phys,83.9245,1.1971,0.8893,0.0078,0.7687,0.0149,0.8037,0.0209,0.7690,0.0485,0.7668,0.0479
ablation_Phys_319,2025-11-25 17:26:20,0.0001,0.5,32,7,7,300,1e-05,basic+phys,84.0956,1.2131,0.8904,0.0071,0.7743,0.0075,0.8103,0.0106,0.7799,0.0271,0.7647,0.0297
ablation_Phys_314,2025-11-25 17:33:51,0.0001,0.5,32,7,5,300,0.0001,basic+phys,85.2459,0.5900,0.9007,0.0021,0.7859,0.0106,0.8229,0.0152,0.8064,0.0333,0.7518,0.0284
ablation_Phys_320,2025-11-25 17:44:00,0.0001,0.5,32,7,7,300,0.0001,basic+phys,83.8615,1.2905,0.8880,0.0090,0.7695,0.0149,0.8045,0.0210,0.7705,0.0476,0.7664,0.0456
ablation_Phys_313,2025-11-25 17:45:05,0.0001,0.5,32,7,5,300,1e-05,basic+phys,85.2765,0.7424,0.9005,0.0052,0.7854,0.0109,0.8234,0.0149,0.8109,0.0352,0.7437,0.0329
ablation_Phys_312,2025-11-25 17:46:41,0.0001,0.5,32,7,5,300,0.0,basic+phys,85.3203,0.8812,0.9013,0.0068,0.7865,0.0121,0.8246,0.0157,0.8134,0.0358,0.7428,0.0333
ablation_Phys_306,2025-11-25 17:50:34,0.0001,0.5,32,7,3,300,0.0,basic+phys,84.3989,1.5335,0.8867,0.0123,0.7827,0.0103,0.8207,0.0090,0.8038,0.0171,0.7481,0.0193
ablation_Phys_307,2025-11-25 17:50:48,0.0001,0.5,32,7,3,300,1e-05,basic+phys,84.6787,1.3220,0.8887,0.0094,0.7811,0.0114,0.8175,0.0105,0.7928,0.0196,0.7623,0.0138
ablation_Phys_308,2025-11-25 17:56:25,0.0001,0.5,32,7,3,300,0.0001,basic+phys,84.2721,1.5809,0.8873,0.0111,0.7797,0.0128,0.8159,0.0148,0.7904,0.0299,0.7613,0.0350
